`,index,obs_1,obs_2,obs_3,obs_4,obs_5,action_1,action_2,action_3,reward
1294,1,-0.487490118,-0.400000006,-0.468708277,-0.418479741,-0.390825421,-0.040347788,1.0,0.1025337576866149,-0.453377426
1295,1,-0.48753047,-0.400000006,-0.468118548,-0.420260459,-0.393880874,-0.038941789,1.0,0.1075986176729202,-0.438857585
1296,1,-0.487569422,-0.400000006,-0.467499673,-0.420251548,-0.395359606,-0.038378153,1.0,0.1103142648935318,-0.489899665
1297,1,-0.487607777,-0.400000006,-0.466865212,-0.418533832,-0.395408571,-0.035073686,1.0,0.1223117709159851,-0.456553817
1298,1,-0.487642854,-0.400000006,-0.466161728,-0.418977022,-0.397413552,-0.032659177,1.0,0.1307138055562973,-0.44959566
1299,1,-0.487675518,-0.400000006,-0.465409935,-0.419025689,-0.397963375,-0.029948387,1.0,0.1416773945093155,-0.518107295
1300,1,-0.487705469,-0.400000006,-0.46459505,-0.417652905,-0.395230502,-0.02981497,1.0,0.1406723856925964,-0.426319271
1301,1,-0.487735271,-0.400000006,-0.463785976,-0.418935329,-0.400562108,-0.025921892,1.0,0.1624728441238403,-0.466330111
1302,1,-0.487761199,-0.400000006,-0.462851524,-0.417169541,-0.40185836,-0.022168372,1.0,0.1827858686447143,-0.337875605
1303,1,-0.487783372,-0.400000006,-0.461800218,-0.42001605,-0.406164259,-0.014627371,1.0,0.2031714022159576,-0.400927544
1304,1,-0.487798005,-0.400000006,-0.460631669,-0.418571562,-0.404192567,-0.008026421,1.0,0.2084598392248153,-0.381259263
1305,1,-0.487806022,-0.400000006,-0.459432691,-0.418712527,-0.405736476,-0.000889536,1.0,0.2192855477333068,-0.302025676
1306,1,-0.487806916,-0.400000006,-0.458171487,-0.421066582,-0.406597704,0.0047835335135459,1.0,0.2246411442756652,-0.376134038
1307,1,-0.487802118,-0.400000006,-0.456879437,-0.419005007,-0.405371547,0.0087956525385379,1.0,0.2276882529258728,-0.317146122
1308,1,-0.487793326,-0.400000006,-0.455569893,-0.420645088,-0.406350106,0.0095726773142814,1.0,0.2275729775428772,-0.374931544
1309,1,-0.48778376,-0.400000006,-0.454261005,-0.41949302,-0.40402782,0.0070489160716533,1.0,0.2208379507064819,-0.229500845
1310,1,-0.487776726,-0.400000006,-0.45299083,-0.423433602,-0.406749099,0.0056519322097301,1.0,0.2202439308166504,-0.40828985
1311,1,-0.487771064,-0.400000006,-0.451724082,-0.417910099,-0.405440688,0.0041203387081623,1.0,0.2222506403923034,-0.363068402
1312,1,-0.487766951,-0.400000006,-0.450445801,-0.418762058,-0.407406956,0.0037090480327606,1.0,0.2295864820480346,-0.340842307
1313,1,-0.487763226,-0.400000006,-0.44912535,-0.418878317,-0.409280807,0.0035446882247924,1.0,0.2384003102779388,-0.391354471
1314,1,-0.48775968,-0.400000006,-0.447754174,-0.417789429,-0.407496303,0.0022155158221721,1.0,0.2408995032310485,-0.385856539
1315,1,-0.487757474,-0.400000006,-0.446368635,-0.416825235,-0.410938591,0.0026087239384651,1.0,0.2500543892383575,-0.321988523
1316,1,-0.487754852,-0.400000006,-0.444930434,-0.418694466,-0.411717713,0.0023106448352336,1.0,0.2551788687705993,-0.24619776
1317,1,-0.487752557,-0.400000006,-0.443462759,-0.420027077,-0.415298969,0.0031077302992343,1.0,0.2603819370269775,-0.256431431
1318,1,-0.487749457,-0.400000006,-0.441965163,-0.419262737,-0.416568607,0.0044773817062377,1.0,0.2634719014167785,-0.246668503
1319,1,-0.487744957,-0.400000006,-0.440449804,-0.4187029,-0.419224411,0.0058675967156887,1.0,0.2661024332046509,-0.142693058
1320,1,-0.487739116,-0.400000006,-0.438919306,-0.421745062,-0.42049551,0.0069413669407367,1.0,0.262203186750412,-0.166400045
1321,1,-0.487732172,-0.400000006,-0.437411219,-0.420934558,-0.420556337,0.0072732158005237,1.0,0.2534780502319336,-0.13384372
1322,1,-0.4877249,-0.400000006,-0.435953349,-0.420183927,-0.426063836,0.0093910098075866,1.0,0.2546893358230591,-0.178727388
1323,1,-0.487715483,-0.400000006,-0.434488475,-0.419670373,-0.423116148,0.0099920891225337,1.0,0.2444503605365753,-0.257525146
1324,1,-0.487705499,-0.400000006,-0.433082521,-0.418115646,-0.419900537,0.0096171721816062,1.0,0.2304655611515045,-0.26379177
1325,1,-0.487695873,-0.400000006,-0.431757003,-0.419143736,-0.416189611,0.0072390772402286,1.0,0.2091463655233383,-0.295025498
1326,1,-0.487688661,-0.400000006,-0.430554092,-0.419142485,-0.413070023,0.0022302605211734,1.0,0.1927331387996673,-0.380391866
1327,1,-0.487686425,-0.400000006,-0.429445565,-0.418160826,-0.407478362,-0.004985485,1.0,0.1799079477787017,-0.451672763
1328,1,-0.487691402,-0.400000006,-0.428410828,-0.41818127,-0.400288939,-0.016380951,1.0,0.1696417480707168,-0.448077083
1329,1,-0.487707794,-0.400000006,-0.42743513,-0.418168604,-0.400686502,-0.02045089,1.0,0.1760949194431305,-0.478567183
1330,1,-0.487728238,-0.400000006,-0.426422298,-0.418082982,-0.397894293,-0.023959044,1.0,0.1865321993827819,-0.543307722
1331,1,-0.487752199,-0.400000006,-0.425349474,-0.415964544,-0.39777562,-0.02320965,1.0,0.201764166355133,-0.482443422
1332,1,-0.487775415,-0.400000006,-0.424189001,-0.418876886,-0.395125002,-0.021561172,1.0,0.2162163853645324,-0.478775501
1333,1,-0.487796962,-0.400000006,-0.42294544,-0.420102358,-0.391815335,-0.017646153,1.0,0.2281302809715271,-0.524102867
1334,1,-0.487814605,-0.400000006,-0.421633333,-0.417803317,-0.394179732,-0.008138351,1.0,0.2441911697387695,-0.635720074
1335,1,-0.487822741,-0.400000006,-0.420228869,-0.416098624,-0.388132125,-0.003691502,1.0,0.2481141984462738,-0.541437745
1336,1,-0.487826437,-0.400000006,-0.418801814,-0.419524819,-0.387281775,-0.000157285,1.0,0.2494853734970092,-0.590509057
1337,1,-0.487826586,-0.400000006,-0.417366892,-0.420255244,-0.380183399,0.0004847534000873,1.0,0.241902619600296,-0.684659183
1338,1,-0.487826109,-0.400000006,-0.4159756,-0.417742431,-0.378306806,0.0029495991766452,1.0,0.2393494546413421,-0.720343828
1339,1,-0.487823159,-0.400000006,-0.414598972,-0.416009605,-0.379936814,0.0084956884384155,1.0,0.2463968396186828,-0.574892402
1340,1,-0.487814665,-0.400000006,-0.413181812,-0.420919597,-0.379751951,0.0141574516892433,1.0,0.2504314482212066,-0.644126236
1341,1,-0.487800509,-0.400000006,-0.411741436,-0.417966366,-0.381688237,0.0233587380498647,1.0,0.2576267719268799,-0.647762775
1342,1,-0.487777144,-0.400000006,-0.410259694,-0.41898182,-0.378278255,0.0307638943195343,1.0,0.2546886205673218,-0.615359306
1343,1,-0.487746388,-0.400000006,-0.40879482,-0.418997973,-0.381470114,0.0429031588137149,1.0,0.2589088678359985,-0.652782619
1344,1,-0.487703472,-0.400000006,-0.407305717,-0.418464303,-0.379328817,0.0559091009199619,1.0,0.2660228013992309,-0.668813527
1345,1,-0.487647563,-0.400000006,-0.405775666,-0.417857856,-0.379545063,0.0689223110675811,1.0,0.2677310407161712,-0.639294505
1346,1,-0.48757866,-0.400000006,-0.40423581,-0.419512808,-0.377532125,0.0802839994430542,1.0,0.2650763988494873,-0.566313386
1347,1,-0.487498373,-0.400000006,-0.402711213,-0.421286404,-0.379509419,0.0921315252780914,1.0,0.2626644968986511,-0.661819398
1348,1,-0.487406224,-0.400000006,-0.401200473,-0.418922812,-0.377049595,0.102523848414421,1.0,0.2532393634319305,-0.648865163
1349,1,-0.487303704,-0.400000006,-0.400000006,-0.419237435,-0.377401173,0.1107309609651565,1.0,0.2277755141258239,-0.520881593
1350,1,-0.487192988,-0.400000006,-0.400000006,-0.422355711,-0.380844682,0.1195483654737472,1.0,0.2003548741340637,-0.545634449
1351,1,-0.487073421,-0.400000006,-0.400000006,-0.422371864,-0.378320962,0.1269937753677368,1.0,0.1773305833339691,-0.574661076
1352,1,-0.486946434,-0.400000006,-0.400000006,-0.421351522,-0.378479272,0.1345927566289901,1.0,0.1538517773151397,-0.514642358
1353,1,-0.486811846,-0.400000006,-0.400000006,-0.422960937,-0.379652977,0.1418380737304687,1.0,0.1314297020435333,-0.459360957
1354,1,-0.486670017,-0.400000006,-0.400000006,-0.425269216,-0.378256202,0.1484140008687973,1.0,0.1111857146024704,-0.519974768
1355,1,-0.486521602,-0.400000006,-0.400000006,-0.423710972,-0.376869649,0.1540021002292633,1.0,0.0939715206623077,-0.460209876
1356,1,-0.486367583,-0.400000006,-0.400000006,-0.424818277,-0.379524142,0.1575600802898407,1.0,0.0784481167793273,-0.337049186
1357,1,-0.486210018,-0.400000006,-0.400000006,-0.42998454,-0.376341432,0.159088984131813,1.0,0.0649355873465538,-0.41313684
1358,1,-0.486050934,-0.400000006,-0.400000006,-0.427159905,-0.377206564,0.1610552966594696,1.0,0.0537841692566871,-0.421279073
1359,1,-0.485889882,-0.400000006,-0.400000006,-0.426953435,-0.377011806,0.1629649847745895,1.0,0.0431216433644294,-0.356243044
1360,1,-0.485726923,-0.400000006,-0.400000006,-0.428430945,-0.379082888,0.1652488857507705,1.0,0.0323754101991653,-0.341826022
1361,1,-0.485561669,-0.400000006,-0.400000006,-0.430306047,-0.374899238,0.1662330478429794,1.0,0.0217538848519325,-0.295333683
1362,1,-0.485395432,-0.400000006,-0.400000006,-0.431752473,-0.375209212,0.1672020852565765,1.0,0.0133164897561073,-0.289880365
1363,1,-0.48522824,-0.400000006,-0.400000006,-0.431344241,-0.376979262,0.168849840760231,1.0,0.0048567056655883,-0.278584093
1364,1,-0.485059381,-0.400000006,-0.400000006,-0.43288371,-0.373490453,0.1692519336938858,1.0,-0.002280198,-0.253946632
1365,1,-0.484890133,-0.400000006,-0.400013119,-0.433506072,-0.374087125,0.1701261550188064,1.0,-0.008664824,-0.278639555
1366,1,-0.484720021,-0.400000006,-0.400062948,-0.432548165,-0.374491543,0.1710991412401199,1.0,-0.013495065,-0.248554245
1367,1,-0.484548926,-0.400000006,-0.400140554,-0.433802098,-0.373738259,0.1721162647008896,1.0,-0.018425606,-0.141916424
1368,1,-0.484376788,-0.400000006,-0.400246531,-0.43709439,-0.37452516,0.1730843037366867,1.0,-0.023554914,-0.196392506
1369,1,-0.484203726,-0.400000006,-0.400382012,-0.435997367,-0.372368664,0.1735352128744125,1.0,-0.027841792,-0.190698251
1370,1,-0.484030187,-0.400000006,-0.40054214,-0.436320633,-0.37196824,0.1738182455301284,1.0,-0.031310946,-0.12474183
1371,1,-0.48385635,-0.400000006,-0.400722235,-0.438307852,-0.372602254,0.1744050085544586,1.0,-0.035958454,-0.119878277
1372,1,-0.483681947,-0.400000006,-0.400929064,-0.439157456,-0.370539814,0.1743255704641342,1.0,-0.038378507,-0.079188779
1373,1,-0.483507633,-0.400000006,-0.40114978,-0.439538151,-0.3734667,0.1749109774827957,1.0,-0.040788636,-0.032940302
1374,1,-0.483332723,-0.400000006,-0.401384383,-0.442564428,-0.369012684,0.1742884069681167,1.0,-0.043129742,-0.075456388
1375,1,-0.483158439,-0.400000006,-0.401632458,-0.440527678,-0.370871276,0.174337550997734,1.0,-0.044492088,0.0164906047284603
1376,1,-0.482984096,-0.400000006,-0.401888341,-0.444077909,-0.369415313,0.1736588478088379,1.0,-0.044374041,-0.077203311
1377,1,-0.482810438,-0.400000006,-0.402143568,-0.440946668,-0.369439662,0.1734564304351806,1.0,-0.044430211,-0.0807207
1378,1,-0.482636988,-0.400000006,-0.402399123,-0.440848738,-0.369381696,0.17354716360569,1.0,-0.044813767,-0.057098359
1379,1,-0.482463419,-0.400000006,-0.402656853,-0.443489909,-0.363820434,0.1716045886278152,1.0,-0.041479342,0.0309425015002489
1380,1,-0.482291818,-0.400000006,-0.402895421,-0.444970727,-0.368182093,0.1712383925914764,1.0,-0.039024018,0.0073050428181886
1381,1,-0.482120574,-0.400000006,-0.403119862,-0.444595724,-0.3669433,0.1706657856702804,1.0,-0.036644965,0.0637622773647308
1382,1,-0.481949925,-0.400000006,-0.403330654,-0.446856111,-0.365807921,0.1699266880750656,1.0,-0.034865014,0.0241374652832746
1383,1,-0.481779993,-0.400000006,-0.403531164,-0.445927709,-0.36463064,0.1688872724771499,1.0,-0.032217108,0.0061469594947993
1384,1,-0.481611103,-0.400000006,-0.403716475,-0.446214437,-0.361971408,0.1674880534410476,1.0,-0.02891764,0.0781925395131111
1385,1,-0.481443614,-0.400000006,-0.403882772,-0.447969109,-0.363911897,0.1668785810470581,1.0,-0.026774503,0.1139144524931907
1386,1,-0.481276751,-0.400000006,-0.40403679,-0.448764533,-0.365097821,0.1664831936359405,1.0,-0.024649933,0.0772417038679122
1387,1,-0.481110245,-0.400000006,-0.40417856,-0.447948486,-0.363878697,0.1659202426671981,1.0,-0.022788182,0.0525399707257747
1388,1,-0.480944335,-0.400000006,-0.40430963,-0.447773695,-0.361932874,0.1651656627655029,1.0,-0.022178754,0.1052353754639625
1389,1,-0.480779171,-0.400000006,-0.404437184,-0.449380696,-0.362381399,0.1644999533891677,1.0,-0.021617621,0.1112782284617424
1390,1,-0.480614662,-0.400000006,-0.40456152,-0.450577348,-0.359395772,0.1610540151596069,1.0,-0.028820574,0.1591840982437133
1391,1,-0.48045361,-0.400000006,-0.40472728,-0.451647669,-0.360975444,0.1590059250593185,1.0,-0.030798346,0.1480636000633239
1392,1,-0.480294615,-0.400000006,-0.404904425,-0.451438606,-0.360490501,0.1570759117603302,1.0,-0.030658945,0.1743940263986587
1393,1,-0.480137527,-0.400000006,-0.405080765,-0.451882154,-0.361792892,0.1560937613248825,1.0,-0.031386986,0.205122172832489
1394,1,-0.479981452,-0.400000006,-0.405261278,-0.453785926,-0.359154433,0.1523362696170807,1.0,-0.03579244,0.2387183606624603
1395,1,-0.479829103,-0.400000006,-0.405467153,-0.454333037,-0.360872716,0.1507658064365387,1.0,-0.03759788,0.1627204716205597
1396,1,-0.479678333,-0.400000006,-0.405683398,-0.453731626,-0.355077147,0.1436696499586105,1.0,-0.047994211,0.259805679321289
1397,1,-0.479534656,-0.400000006,-0.405959427,-0.455799997,-0.358580589,0.1419581472873687,1.0,-0.04771556,0.2363280057907104
1398,1,-0.479392707,-0.400000006,-0.406233877,-0.455267727,-0.357829601,0.139396071434021,1.0,-0.048948839,0.26376473903656
1399,1,-0.479253322,-0.400000006,-0.40651539,-0.456129909,-0.357986718,0.1382426023483276,1.0,-0.048373356,0.1819998621940612
1400,1,-0.479115069,-0.400000006,-0.406793624,-0.454381287,-0.355056137,0.1345495879650116,1.0,-0.051792756,0.2117336094379425
1401,1,-0.478980511,-0.400000006,-0.407091498,-0.455964565,-0.35327968,0.1303549408912658,1.0,-0.054347277,0.2316417694091797
1402,1,-0.478850156,-0.400000006,-0.407404095,-0.456114024,-0.354822099,0.1287627667188644,1.0,-0.052351028,0.3156711459159851
1403,1,-0.47872141,-0.400000006,-0.407705188,-0.459009916,-0.354537338,0.1261783987283706,1.0,-0.052462667,0.312582790851593
1404,1,-0.478595227,-0.400000006,-0.408006936,-0.458821118,-0.354794919,0.1245522946119308,1.0,-0.051858544,0.2577016353607178
1405,1,-0.478470683,-0.400000006,-0.408305198,-0.457393497,-0.353589684,0.1220708191394805,1.0,-0.052943453,0.2612040638923645
1406,1,-0.478348613,-0.400000006,-0.408609688,-0.457431525,-0.353825808,0.1203500628471374,1.0,-0.053590253,0.3603906631469726
1407,1,-0.478228241,-0.400000006,-0.408917934,-0.460364163,-0.354946554,0.1187904924154281,1.0,-0.055430248,0.3042643666267395
1408,1,-0.478109449,-0.400000006,-0.409236729,-0.459489405,-0.351958185,0.1140348315238952,1.0,-0.062357381,0.2804799973964691
1409,1,-0.477995425,-0.400000006,-0.40959537,-0.459219366,-0.350389928,0.1098985821008682,1.0,-0.066711888,0.3479363918304443
1410,1,-0.477885544,-0.400000006,-0.409979075,-0.460178077,-0.354259372,0.1095301657915115,1.0,-0.065370962,0.3066379427909851
1411,1,-0.477775991,-0.400000006,-0.410355061,-0.460302323,-0.349756777,0.1047270745038986,1.0,-0.071360663,0.3144431412220001
1412,1,-0.477671266,-0.400000006,-0.410765499,-0.459875166,-0.3518188,0.1031545251607894,1.0,-0.070797473,0.3273343443870544
1413,1,-0.47756812,-0.400000006,-0.411172688,-0.461348206,-0.348688811,0.0986663624644279,1.0,-0.074528456,0.3089228868484497
1414,1,-0.477469444,-0.400000006,-0.411601335,-0.460463941,-0.349500507,0.0965483114123344,1.0,-0.071804866,0.3827787339687347
1415,1,-0.477372915,-0.400000006,-0.412014335,-0.46256119,-0.350594282,0.0950268805027008,1.0,-0.069541067,0.3327319920063019
1416,1,-0.477277875,-0.400000006,-0.412414283,-0.462173164,-0.346753716,0.0895616859197616,1.0,-0.071881965,0.3413518369197845
1417,1,-0.477188319,-0.400000006,-0.41282773,-0.462258101,-0.347360909,0.0863237679004669,1.0,-0.07136035,0.3408293128013611
1418,1,-0.477101982,-0.400000006,-0.413238168,-0.462159693,-0.347603858,0.0839886516332626,1.0,-0.068211541,0.3287973403930664
1419,1,-0.477017999,-0.400000006,-0.413630486,-0.461723864,-0.347708136,0.0828145518898963,1.0,-0.064604685,0.3771509826183319
1420,1,-0.476935178,-0.400000006,-0.414002061,-0.462492377,-0.350237936,0.0836821943521499,1.0,-0.058666661,0.3429563343524933
1421,1,-0.476851493,-0.400000006,-0.414339483,-0.462648273,-0.346350819,0.0794191733002662,1.0,-0.061203733,0.3626447916030884
1422,1,-0.4767721,-0.400000006,-0.414691508,-0.463775575,-0.344937772,0.0738724768161773,1.0,-0.065731123,0.3523277640342712
1423,1,-0.47669822,-0.400000006,-0.41506955,-0.463328749,-0.345246494,0.0696878060698509,1.0,-0.06718497,0.378457099199295
1424,1,-0.476628512,-0.400000006,-0.415455967,-0.464409232,-0.344618022,0.0657966583967208,1.0,-0.066896632,0.4097704291343689
1425,1,-0.476562738,-0.400000006,-0.415840715,-0.46458146,-0.34723264,0.0647350400686264,1.0,-0.064045504,0.3969756662845611
1426,1,-0.476498008,-0.400000006,-0.416209072,-0.464570671,-0.345985502,0.062758594751358,1.0,-0.061208963,0.3763119280338287
1427,1,-0.476435244,-0.400000006,-0.416561127,-0.464140564,-0.345209479,0.0593982934951782,1.0,-0.061820641,0.4417485892772674
1428,1,-0.476375848,-0.400000006,-0.416916698,-0.46550557,-0.347658128,0.0584653839468956,1.0,-0.060864493,0.4136210978031158
1429,1,-0.476317376,-0.400000006,-0.417266756,-0.463675469,-0.350335717,0.0596285983920097,1.0,-0.058161974,0.4392335414886474
1430,1,-0.476257741,-0.400000006,-0.417601287,-0.465439677,-0.347604305,0.0562518239021301,1.0,-0.064686,0.427729070186615
1431,1,-0.476201504,-0.400000006,-0.41797331,-0.46453014,-0.349182487,0.0547136440873146,0.9942826628684998,-0.067859769,0.455866277217865
1432,1,-0.476146787,-0.400000006,-0.418363631,-0.4657031,-0.348477304,0.051472257822752,0.9803286194801332,-0.073841736,0.3958970904350281
1433,1,-0.476095319,-0.400000006,-0.418788314,-0.463969201,-0.347682089,0.0476104170083999,0.9650153517723083,-0.079140425,0.5113300085067749
1434,1,-0.476047695,-0.400000006,-0.419243515,-0.466923803,-0.350361586,0.0464179851114749,0.9609169363975524,-0.079898119,0.5567524433135986
1435,1,-0.476001263,-0.400000006,-0.419703037,-0.467511445,-0.353140891,0.0464557446539402,0.961366593837738,-0.079428092,0.5211929678916931
1436,1,-0.475954831,-0.400000006,-0.420159876,-0.466435105,-0.352814019,0.045285977423191,0.9559045433998108,-0.082181156,0.5756045579910278
1437,1,-0.475909531,-0.400000006,-0.420632541,-0.467104048,-0.356248319,0.0451996587216854,0.9539595246315002,-0.084534094,0.5284562110900879
1438,1,-0.475864321,-0.400000006,-0.421118736,-0.465995431,-0.354859293,0.0429174825549125,0.9420192837715148,-0.091695428,0.4862637221813202
1439,1,-0.475821406,-0.400000006,-0.421646118,-0.465754956,-0.351361483,0.0363182388246059,0.9146907925605774,-0.102367714,0.5314865708351135
1440,1,-0.475785106,-0.400000006,-0.422234893,-0.46592167,-0.355383635,0.0345346070826053,0.9075215458869934,-0.104949251,0.5684083700180054
1441,1,-0.475750566,-0.400000006,-0.422838509,-0.467472315,-0.354423851,0.0313555859029293,0.8969820141792297,-0.106430247,0.4935287535190582
1442,1,-0.475719213,-0.400000006,-0.423450649,-0.465769887,-0.352043182,0.0262301936745643,0.8799298405647278,-0.10890086,0.5448489785194397
1443,1,-0.475692987,-0.400000006,-0.424077004,-0.467527688,-0.351901859,0.0220786891877651,0.8695834279060364,-0.10607031,0.56184983253479
1444,1,-0.475670904,-0.400000006,-0.424687058,-0.466336519,-0.35717538,0.0238966196775436,0.8833202719688416,-0.094624996,0.5979984402656555
1445,1,-0.475647002,-0.400000006,-0.425231308,-0.468375176,-0.35467428,0.0197566486895084,0.8748465180397034,-0.099195898,0.5762001276016235
1446,1,-0.475627244,-0.400000006,-0.425801843,-0.466709405,-0.357491761,0.0194377489387989,0.8803797364234924,-0.095677957,0.6289574503898621
1447,1,-0.475607812,-0.400000006,-0.426352143,-0.467368215,-0.360791087,0.0212618298828601,0.8905726075172424,-0.08962281,0.5556129813194275
